"cost_PF_acq_soc" "cost_PF_admin_soc" "cost_PF_soc" "cost_P_acq_soc" "cost_P_soc" "cost_PF_acq_trt" "cost_PF_admin_trt" "cost_PF_trt" "cost_P_acq_trt" "cost_P_trt" "cost_D" "cost_adv"
400 593.533000687631 4819.7565421428 2000 11485.6593910942 400 665.707408934117 5179.43961319998 4000 11195.6604299811 968.284487168891 3940.28618672047
400 515.196279172444 5147.94737588777 2000 10276.4072479695 400 780.212409414558 7253.19654450683 4000 15602.0628714785 968.857999068506 3990.20989583624
400 647.276989486324 3782.33737119649 2000 12113.6548359662 400 615.467159799095 7273.46151223459 4000 9053.02662922887 869.498147729307 3947.73875837857
400 661.472237645012 3937.77063813653 2000 10076.9485895353 400 744.727549933423 6771.306173735 4000 10980.5242207816 1023.95786032388 4078.20255670889
400 673.089635980474 6585.89887657777 2000 10409.3542700177 400 684.073231103587 5189.77006124033 4000 10122.6413028088 753.16134406503 4170.65449163422
400 572.615296610751 5430.36821975812 2000 10495.7849522769 400 675.008260329415 5767.39377360251 4000 11901.8921568795 953.098617414885 3684.0316200413
400 687.155655410825 4341.94530602954 2000 9858.15551460973 400 658.924097966873 6174.17250243182 4000 11639.0899010165 802.62673092138 4668.98871149338
400 597.674310508875 4311.50907341241 2000 8969.44318276646 400 587.604725729036 3750.15482727299 4000 11660.5374463096 997.581609099305 3957.25793087603
400 678.486375907785 5710.22237463497 2000 10635.2522588436 400 650.182685880268 5069.99589792652 4000 9640.73495619192 1054.43922554684 3607.92469006258
400 565.265099515148 5282.4151856151 2000 9052.23778865997 400 904.070723387782 4832.75864321454 4000 7295.11908391736 1047.03828452562 4413.21626621456
400 555.24857705308 4802.26965056505 2000 11473.7004097264 400 704.807170035358 5560.76491043886 4000 12873.7886064787 1021.03957343387 3785.26593587275
400 585.45775513417 3786.03709669742 2000 9951.32110049946 400 613.667256290663 5461.92570946628 4000 11035.5378133498 980.895514679223 3322.60168534514
400 568.993668486755 6703.71149444726 2000 11378.0573151952 400 691.791341761054 7188.16782971477 4000 9083.95409333451 962.31183242377 4309.2778719603
400 658.57483781815 4517.01294199283 2000 9922.80829575438 400 829.880644198932 7228.23336942366 4000 9576.72222387455 1111.73931657565 4202.24960821273
400 571.070075800268 4387.62619816174 2000 10045.2193516651 400 625.472198673744 5065.12158195153 4000 9026.77743920466 1134.95778395255 4362.07071058425
400 618.206171392963 4862.04325606967 2000 11436.0782281997 400 781.010383198601 3924.37730029494 4000 8656.11338889457 873.461586237347 3912.5058486729
400 639.031704406118 4949.90761713472 2000 10654.6729015711 400 817.871778316946 5648.65009549254 4000 13107.9327445433 1086.92479403519 3806.58822852891
400 572.649873866586 5472.42065364858 2000 9885.73127225982 400 625.845504322808 5865.38356813734 4000 9184.10258368638 1029.56740443726 4161.84182045557
400 630.012466874924 3815.79522236035 2000 8779.38826177224 400 761.247311701292 6058.37837933654 4000 10819.2220018334 833.213209379582 3914.97600224242
400 612.724542716279 5345.83440140549 2000 10218.3892280546 400 609.174063746234 8337.95496575838 4000 12791.7460501431 1145.8253568186 3780.85421404576
400 602.470369239065 4346.55495299062 2000 10626.2545743765 400 745.031229894668 6574.79492892954 4000 10283.578168281 1012.88236054424 3975.90048811694
400 603.986997202233 4061.20679098331 2000 10475.9815841339 400 733.271269950641 6518.08744309442 4000 10659.0057092447 1110.03005402858 4014.14250130884
400 618.76874641117 4279.11214345826 2000 9618.30100390604 400 675.932043042887 5825.00437083124 4000 6832.05310281832 1046.46516680074 4579.62893229743
400 672.365630683213 4605.71058918322 2000 11422.9683889272 400 689.108238216245 5412.51584208405 4000 11413.2321118989 958.862288807393 3399.02976264296
400 576.114490110421 5282.11225890976 2000 8534.05006687299 400 761.886777485238 5454.73092783816 4000 9393.58918697603 1266.84992950114 4619.18421826475
400 617.10149838828 4143.80894424993 2000 8655.61623470675 400 796.500216908916 5485.13241686264 4000 8969.03101604774 924.495434137786 3959.67493524974
400 567.522346504862 5265.08487409504 2000 9883.64009420684 400 715.934229197085 5407.53708036353 4000 9328.68844437735 950.043826683108 4197.16303423127
400 518.11676277616 4871.90886719542 2000 11161.8801498005 400 679.415139265432 5649.52126424345 4000 10579.4662804361 992.687209345186 4018.28522452199
400 616.905454648096 4951.18703343504 2000 10527.7880560173 400 812.239660966014 4853.38902791623 4000 8527.70587704911 945.249356314474 3542.01085065633
400 540.693517331241 4505.67350755116 2000 11148.5806855331 400 732.595932139601 4537.45861608937 4000 10703.8880195719 1083.07873702496 3575.66624901631
400 587.472140291006 4525.0915042292 2000 9816.56167010629 400 620.532068987719 8634.3587145157 4000 10834.3280245403 990.739299949863 3845.20592166575
400 624.502972460977 5264.40414502265 2000 11326.3010048772 400 765.857029281373 5975.31991259302 4000 9566.64937507583 941.043562478362 3918.13034457088
400 553.563644821459 5158.26137763766 2000 9925.4686396938 400 754.365222691839 7928.83823200184 4000 8638.60240376112 1018.91813673189 3589.39896071633
400 620.238619880846 5282.23142972108 2000 11079.813100015 400 736.058132243416 4103.65636868239 4000 11759.3410394611 904.260854315161 3870.75897587443
400 603.511990192957 6430.75093748808 2000 11331.6027620305 400 665.115236995673 5937.63710037165 4000 12975.1242162517 1049.20453661434 4090.77174237421
400 599.055587884171 4784.49302703832 2000 10576.7150034881 400 630.912173060186 5696.61677525702 4000 9997.72161377765 947.757066357658 3698.81847207394
400 626.54592663335 4543.55664260916 2000 11804.398827947 400 455.031756114325 6389.94041622753 4000 10954.9638216274 932.385722164822 3820.03829138647
400 646.309685350215 5037.38920231672 2000 9956.16594410856 400 720.12570016907 6130.65472023383 4000 7614.28672844696 944.334631818419 3649.43733270068
400 577.308066438946 5525.88811903438 2000 10791.6505111613 400 722.290784296677 6769.0773690763 4000 13008.273709598 1033.55057627519 3918.94661032328
400 579.858789108762 5235.39766704758 2000 9841.08753373001 400 696.074934229687 8328.76965685768 4000 11150.9412442205 1095.91057715958 3812.6439886054
400 618.140993356334 5093.85509249813 2000 10349.5207468192 400 764.011969544795 6664.29188924037 4000 8212.05977791552 962.399634883213 4045.6033313447
400 543.891212742654 3719.52034390811 2000 10830.0935791326 400 609.307090976102 4411.58705322316 4000 11734.6713023694 986.573506858167 3950.5987440484
400 640.039838527918 3857.28637140608 2000 10765.4926123929 400 653.187148124017 7600.28701387832 4000 10470.3315534247 1038.33516217529 3794.53479017761
400 578.853995887781 4151.54712078208 2000 9049.0023942243 400 584.506450400832 6785.97464095365 4000 10156.6217374749 1034.2564686869 4997.0107090402
400 584.338680204461 4549.2156604151 2000 11433.5231930708 400 683.735292156293 5052.02588646126 4000 12892.7308974959 1099.11057471088 3631.50113273376
400 598.30191113871 5298.68546288688 2000 10912.9071213255 400 761.657723300075 6294.68881657847 4000 9197.21928803569 991.911568799889 3536.91987777255
400 613.619596269565 4899.02801413906 2000 10140.4562720555 400 739.18583289269 4443.78336329911 4000 10357.1488833023 971.947057361708 3780.27028571458
400 598.823330098443 6232.62817011376 2000 10676.2450393845 400 666.459844129387 6376.33201382188 4000 10448.7845359003 1024.87328921597 3717.76377173397
400 560.179459092802 4604.73377536223 2000 12475.9221596856 400 713.63326487448 6452.65343476449 4000 11396.0396795505 981.034755727213 4834.90861899732
400 580.046062294593 5505.15242176062 2000 11215.5418910123 400 562.148509077672 6128.01717999425 4000 14230.2474966007 825.089055526795 3690.38878656395
400 599.388944194808 4461.51694868093 2000 9306.97101302913 400 711.448130878078 5243.08632886488 4000 11605.5590293619 983.517385598191 3905.35214858771
400 541.904744610128 5745.40795240658 2000 11902.0051687841 400 850.33918383824 6351.98278664206 4000 14829.6345530707 1210.07283631005 5053.40661845843
400 643.276345902849 4563.77152446575 2000 10016.1287026003 400 643.199573344789 6653.54259096134 4000 11978.3814636233 1065.70989842265 4088.79305180927
400 650.420825210752 3933.33607120263 2000 10179.6903133349 400 710.806403182489 6551.44644616325 4000 9839.39211365656 998.629273460313 3670.25765550726
400 581.030498192406 5222.49635741342 2000 9192.59635819829 400 775.770207338485 4547.4575656883 4000 11497.4091605102 1181.39495341937 4093.99180639669
400 610.928279701547 5575.21203168402 2000 9920.33346745899 400 642.479627067988 5949.67954715526 4000 13294.6034655843 748.962682189697 4289.04914127081
400 625.224495666558 5404.69445144003 2000 9301.02589251167 400 692.716568856889 7829.15351771191 4000 14894.5385501277 893.156793003628 4321.9793286534
400 637.610748608844 4867.6008660441 2000 11310.224291729 400 634.703297692413 4934.34929202446 4000 9254.76301775423 1089.59399045095 4221.34322769598
400 549.12917704254 4941.11828185274 2000 11020.8598432415 400 615.974536244268 6118.59712663235 4000 12197.0437265305 928.824630918891 3597.7821725848
400 548.887408614195 5281.08182079482 2000 11521.3248112563 400 589.594908798748 5500.63202508283 4000 11598.3177277751 1025.32666338238 3910.35839162344
400 590.226495077297 4989.27945702326 2000 10159.9230300462 400 696.244034653974 7943.23154933019 4000 9939.40968285806 986.397957723267 3455.6509760072
400 611.748519256155 5376.97965702462 2000 10828.7085932422 400 717.193721447271 5596.79043748529 4000 12439.274456429 1102.31236757869 3976.19850308083
400 559.361945000085 5229.76028478844 2000 10786.5643529665 400 650.970832001693 7105.98944447717 4000 9467.20381380033 1263.62937311784 4527.48417475395
400 598.201030510659 6558.11380366195 2000 10460.251520201 400 687.700064586997 5523.50660193468 4000 11668.0656026847 1060.91437580514 4864.6793922723
400 589.951389849012 3537.7949330016 2000 11934.6984632574 400 661.903892266212 5232.15200508391 4000 12974.3732325033 1114.78754917739 4172.16456094767
400 552.871051156186 3419.25192474924 2000 11054.5496791295 400 729.385402023325 5629.1258616681 4000 10774.5446665512 1108.39097605579 3920.7934642448
400 515.933844926129 4655.52407605388 2000 12111.058322499 400 823.572865136374 5481.74279263971 4000 8830.91363806376 1011.52104012891 3312.64951802126
400 599.827671439564 5955.18421393351 2000 10926.5434495284 400 758.384081364825 7429.71872805777 4000 9137.93283708723 1097.49861522472 3968.95237735378
400 584.639270756244 5717.52741915898 2000 9934.91585003586 400 677.701107429878 6600.62177035106 4000 9278.37715285307 1031.87744381287 4149.02593973905
400 651.002685292303 5104.16382749697 2000 11571.2723339476 400 658.181505427447 5708.64416706427 4000 10438.1700872274 917.742819369544 4170.36648365379
400 606.165145903208 5376.89978765274 2000 11931.9044772401 400 576.88746913042 6025.09116638415 4000 11565.8822877975 902.982050388151 4148.15041612104
400 596.37834430791 4169.39424615989 2000 9629.41716036228 400 975.542390518985 5526.6270751196 4000 9828.98807199467 1069.66580127215 3996.16743845394
400 648.821411104119 6028.69790447274 2000 10549.8772013184 400 579.169144678625 6822.16290702425 4000 8081.15060223014 848.577477934881 3983.94564222836
400 626.219622804759 5671.5247412539 2000 9782.81084592553 400 592.698809283262 6180.08488094725 4000 10354.3665151146 987.232427581052 3964.32203547426
400 568.270803691869 4390.22225819643 2000 10677.0436999257 400 582.120856268268 5459.67635863745 4000 11183.573073744 1109.07411593833 4087.8484174163
400 591.810477227894 4026.65339270053 2000 10912.2238484541 400 704.23399479091 8370.80568633954 4000 14428.5451613993 1186.7568105246 3087.40247043868
400 579.298349484282 5126.67651009628 2000 11333.6821987568 400 645.099850884312 6422.70007594309 4000 10614.4105247495 898.052541725289 4345.0968840666
400 625.100807347744 4532.43540497786 2000 8800.03313560534 400 632.650272411107 7580.72649264449 4000 8497.02036425239 1045.22676744136 3990.94222139609
400 562.238740650743 5511.10161179496 2000 10428.2547259391 400 778.397120412792 6216.48803024936 4000 9085.16340749274 969.050087613888 3545.16642269106
400 651.251591828454 5663.68033051893 2000 10880.4107820956 400 665.215119024865 5500.86056036568 4000 12470.857040508 972.073001418433 4198.46606423359
400 537.616794151671 5072.68813871263 2000 11687.6420420703 400 564.62237786447 5862.18525021521 4000 11734.3909192544 832.39584111403 4089.82895562218
400 633.485315255894 5069.05149316162 2000 10419.4851953031 400 605.900576021411 5189.15304244884 4000 11471.8859089582 998.502664934991 4216.55295725273
400 582.168816412065 3787.1821246684 2000 9582.25877423288 400 528.13546258063 4397.67161071548 4000 10463.3149251772 1179.95014175488 3908.50191549771
400 653.360785483583 6465.11884597198 2000 10619.7271433778 400 769.353885119424 4430.18634131091 4000 16375.1346319051 879.456893967554 4021.69307238999
400 629.68097827295 4963.94447068866 2000 9633.81130907013 400 701.710286659622 5845.69895762447 4000 9198.90699702456 1057.59682910328 4059.34175510043
400 622.127538150305 3363.5287330891 2000 11539.3761183739 400 644.342243668604 5770.99897491077 4000 7981.15446151193 1084.91879187091 4161.32614670025
400 675.681067019905 4711.03158676568 2000 10712.2652312115 400 684.456456960908 4870.13499297523 4000 9024.8505277782 1027.74169024296 3625.57193883123
400 576.136137024628 6966.90512667669 2000 9961.11936314176 400 705.82259903566 6583.56452330804 4000 13439.3344509727 1117.22752293611 3670.723437242
400 560.331450776175 6694.88435611274 2000 8480.63627092218 400 739.663206307058 4016.34680256757 4000 12892.549011935 986.130258555473 4445.44672387733
400 608.295155875115 4386.73668982135 2000 11182.6217625206 400 710.657686329064 6666.07180467162 4000 13673.825444944 1035.72380033966 4173.39604229844
400 570.794891656516 4878.35557573609 2000 11661.0755889646 400 779.791338421207 5600.77511805714 4000 12709.2560289131 908.961408697271 3386.9990728086
400 556.202750693449 5044.8512443884 2000 8033.60050232938 400 632.378222849446 5061.34289699444 4000 10124.8777462182 1049.79302826276 3856.29483443793
400 593.231222166678 3292.32458287266 2000 8789.44496262306 400 683.619356166615 7400.68192972842 4000 9558.03863167879 880.795521827925 4349.49360985606
400 574.959327761996 4704.09043860641 2000 11337.3620233348 400 740.349824286277 5096.91017887475 4000 8446.70042034266 950.518132158123 3480.59273949819
400 604.919215076245 4529.24668738367 2000 11354.4069831745 400 820.905884346844 6162.85768577345 4000 12961.1526759765 1059.05116330464 3771.40783209412
400 697.991370544631 4407.56235034728 2000 9767.27029379874 400 636.310869794264 6272.51386453931 4000 11749.9030677989 975.631306177807 3599.35523942451
400 605.360727047752 3741.87872161366 2000 10508.9271428397 400 686.184670487849 7078.32406220697 4000 11267.451007424 1019.04026704982 4233.48079995141
400 518.98458051926 5127.26327625209 2000 9332.67042196667 400 814.611119472282 5658.52525233936 4000 8692.16579421973 1007.09028789799 4112.22169588172
400 627.639824538896 5397.55720712387 2000 11000.1278745832 400 740.564447574945 5658.60535865681 4000 11615.3413011785 1134.03017580823 4478.43977511761
400 584.584617859694 6116.30703040311 2000 9656.26523285183 400 671.768988766178 6583.25201983335 4000 7468.30416553593 845.624518349024 3732.80375352786
400 525.286973185247 6437.80294710049 2000 11391.089688125 400 737.807178404421 7070.38201322384 4000 13202.1111322638 1016.41818283402 3401.29603555054
400 575.161718701753 4734.62587483892 2000 10637.1857691366 400 694.845329424782 8691.0545634832 4000 11786.4777392165 886.281311269308 4312.16890287307
400 664.997736030182 4612.66435709942 2000 10419.8793833999 400 693.846102914012 5791.10074210525 4000 11790.2634415715 876.910844122593 5052.01400323126
400 655.635005747456 4062.46319293921 2000 10612.5963379849 400 719.377202632587 7380.77097254796 4000 9594.8733732204 1089.77317929826 3713.35136111596
400 561.366570752257 5570.75031941291 2000 9369.45859885908 400 815.399088832866 3737.7800606836 4000 13206.328696055 1149.48617369461 4362.59194621776
400 592.915418118954 4984.58159116825 2000 10601.6126078635 400 778.505546840953 6523.29536081688 4000 11899.5374949059 915.331148717584 4357.61727407512
400 619.517018822518 4483.23893514581 2000 11625.7325108839 400 676.982026176203 8445.90479268235 4000 10964.632223744 963.234670482603 4502.58617449011
400 612.949640739813 4728.81109236501 2000 9779.02798366502 400 656.474779046855 7520.00101691902 4000 13581.4153212727 1011.94453269491 3818.12284708183
400 593.077265280366 5572.52085516706 2000 9700.91387298796 400 689.310720249068 6069.19167219085 4000 9777.10715233685 982.117573051424 4112.41613145506
400 543.584284453829 5087.98028589511 2000 11333.3990926473 400 657.269029866375 5544.8068466516 4000 13101.3534997573 861.763289820863 3389.7592366704
400 605.231491614753 5110.03614151548 2000 9227.3066030949 400 628.014693461685 7736.48958789056 4000 10314.2725592668 1130.9619999635 3072.01893475391
400 685.121648529557 4925.33264939207 2000 10432.7493064806 400 728.399693168606 7395.36205628764 4000 10457.7349609473 973.349785097251 4824.77700515999
400 591.902521953665 4636.78033857818 2000 12376.1439577487 400 837.819361859407 5930.41880545116 4000 11042.3571781161 1050.31954993582 4500.41160504352
400 585.014730960533 4384.80233439721 2000 10133.3144085787 400 764.989478969541 6444.57493382268 4000 10282.1968733986 1033.70517305891 3817.26887408844
400 622.832033003317 5291.75354488824 2000 10724.9803760454 400 633.815904702353 6238.11616113127 4000 12794.3952749951 913.499442394085 3625.07639173863
400 629.89006524938 6857.99329892964 2000 10418.2770201371 400 645.8484162794 6092.32481534218 4000 11357.8384561073 1112.32548725066 4364.46895776044
400 667.920428822655 3581.30796327302 2000 9934.54120530246 400 680.509740238708 7881.38437021902 4000 9139.72432365627 1121.13064698996 3329.43827574723
400 564.725476714148 4691.91350967744 2000 12269.0153377619 400 694.460588615315 6544.00173668278 4000 7822.86851196298 989.791160018205 4181.71740022887
400 572.283997622119 4856.708360421 2000 10535.9838351583 400 821.820281551854 5623.74678814869 4000 8502.47762797841 891.591828920582 3834.97151676707
400 565.862315223965 4486.56513801381 2000 10792.8226165991 400 593.827125983143 6304.80341131789 4000 10188.6965170832 1004.49670747672 4036.20317402472
400 570.366089614046 6528.60720939325 2000 10795.8666034989 400 666.394991503737 6399.75705741838 4000 15115.3673705005 809.252400418902 4208.31636628402
400 547.998466471065 5749.29781061751 2000 12510.8836223857 400 762.603385852775 6376.50969528413 4000 8352.39732565898 886.539993846075 4066.42687918769
400 667.713351943105 4578.86010968909 2000 11379.0406927753 400 835.033461686259 5280.20427380214 4000 12935.0786786136 1174.63181181308 4028.6328507641
400 604.815521142527 4824.97150781683 2000 9262.93422945881 400 755.32070175128 5642.39182229406 4000 11041.3138035888 1084.80419629394 3161.9098359061
400 576.054046144095 5276.89203242143 2000 9171.98677307623 400 721.914602430644 6441.78264271367 4000 9015.37288176134 1012.11498927996 4159.57150096444
400 525.605273510301 6171.58872799446 2000 10896.1979897131 400 787.600468579963 5235.17647378244 4000 8549.96369878713 1056.88518230912 4181.6045757318
400 610.591774239779 4610.62273839832 2000 12632.4428585326 400 711.785382948087 6335.48713368756 4000 11671.1302627015 1030.1224931208 3567.72949038706
400 541.009036045361 5411.85405564715 2000 9787.69646227558 400 668.081922500172 6072.62971660962 4000 12365.147298443 995.090534216537 3512.02781002833
400 613.309752690213 4110.86906241324 2000 8443.40491360994 400 623.04076049597 5942.48305896509 4000 10235.407854717 1155.10448865104 3831.16993125111
400 626.607332922649 4481.02690441799 2000 10063.2814280245 400 710.992443244155 5485.56888840894 4000 11334.8127226851 1224.92875952793 4033.65706060807
400 589.741048993556 5642.40030310247 2000 10562.8818368213 400 717.324817921949 6819.45747134604 4000 11113.4517986227 865.919790523912 4182.83533843118
400 601.899381965743 3662.36890286682 2000 11018.6477074323 400 824.253859429566 6199.39940174161 4000 15110.5292560511 1135.11843012937 4266.97229210798
400 648.990511252965 5352.05038750465 2000 10669.1247794861 400 737.659866396223 6057.90767999443 4000 12100.1176855317 1126.15737809078 4115.35808895899
400 644.133904569408 5919.99664002112 2000 11201.3626419985 400 593.658394696792 5874.0458183794 4000 11984.7281847941 990.554476686569 3666.6178274977
400 614.613601102813 6250.2039211719 2000 9947.00016614615 400 743.60612920779 4675.56602980739 4000 9901.22978005705 1093.74544406265 3761.54639214549
400 648.835507933808 4722.02534850835 2000 10395.0626599682 400 724.342768839354 4921.33924169114 4000 14746.8545341939 878.247117476406 4703.80053036789
400 647.890286918488 4302.73840983783 2000 11015.7564026301 400 827.627135047574 5211.38745885926 4000 11533.9831509469 1247.42618962335 3612.37421339004
400 594.072728477451 7310.58575185742 2000 10693.2165137669 400 818.536900712567 6406.22428620688 4000 14528.1529473581 904.449658129609 4073.1737934488
400 595.437662004757 5107.46566340041 2000 11484.8320411739 400 589.664966417054 5528.55535367909 4000 12417.416488048 894.58158719733 3889.97599643703
400 675.095439149493 4901.21779888353 2000 9435.14811018728 400 767.949723969351 5827.03475398113 4000 10594.7652918026 1089.3218111325 3857.41103092066
400 656.841705384229 4440.26659041748 2000 11047.8453375079 400 635.786903321087 6149.31486905563 4000 12495.077362736 1104.97314056005 4071.4309894221
400 636.899213292155 6125.05939433905 2000 10727.1708792478 400 682.55380442282 5034.88925304365 4000 7805.90498438814 888.843077134991 4179.45909084224
400 638.447377715534 6179.38359534863 2000 10217.8203543355 400 536.548488650905 5031.992270449 4000 10609.2660650436 967.42067038749 4127.992387286
400 533.200374014034 4354.70281184006 2000 9225.52994257028 400 655.68379749217 5410.16701181903 4000 10643.1604478758 1123.50924298654 3633.48407455899
400 517.19629283867 5806.02351168454 2000 8635.65228085948 400 659.584570800897 6020.21138072023 4000 12900.2403865673 933.324883919794 4947.98677281212
400 649.559652163858 3917.98558297936 2000 10456.7644378658 400 757.225019207302 5393.81892109395 4000 9259.95703032615 920.541158651082 4402.65958713842
400 617.211767211917 5433.3907858422 2000 10084.2002542488 400 729.145631135963 5587.77610087699 4000 10091.2482203041 1059.01033805376 3800.76823598237
400 639.119945898566 5772.83402472484 2000 10395.8034072987 400 737.999028061316 5132.90928269939 4000 8823.34423854891 983.167602705288 4011.51850673622
400 635.297517960052 5266.41196083439 2000 9498.49996695372 400 644.943730946714 6161.58047861464 4000 9542.92564023279 1024.55645316563 3765.55361694704
400 570.887426183773 4494.16247193177 2000 9875.22516664151 400 684.826065636829 6015.34760975954 4000 9220.00904923066 917.493994697346 4205.82707501796
400 534.765738520075 6124.58345283182 2000 11810.1939826759 400 773.165686681563 5608.17182741831 4000 11512.9004501072 1073.44887192032 3831.95184669936
400 599.933547787584 4889.6147570924 2000 10864.9934549878 400 631.575802118041 5425.20956535603 4000 10173.1990477609 805.626918002234 4674.63916683738
400 553.904539240719 4370.22603283042 2000 10203.8649551455 400 756.898453856615 5053.28217660979 4000 9920.89434253457 974.168314160081 3536.84805109024
400 670.769111596035 4013.35425866712 2000 10614.5508542922 400 580.383460040127 5581.50191206965 4000 11962.115994256 893.282205439413 3702.88377706417
400 610.222316736643 4658.25247823369 2000 9519.21708130624 400 717.052337385581 8504.70220227264 4000 13187.1085673114 1128.07675159106 3618.18575162512
400 625.983654262335 5471.82812411176 2000 10092.0528346881 400 675.271514032914 5740.584414663 4000 11535.2840690886 872.478505232532 4020.49425968635
400 650.660747658157 4026.58304880029 2000 11149.0540352979 400 725.545405791062 5147.06783958881 4000 11505.8970985585 889.456088598046 4506.82120426895
400 614.230829378396 6723.97391980981 2000 10767.9539360921 400 598.758922322185 5628.40290562536 4000 10544.8228005688 1027.25228041204 3566.71839264602
400 643.244175649804 5823.84972749883 2000 11443.4479943627 400 658.313731428581 5467.83197030124 4000 12208.3286426157 1258.80904939616 3937.14864960966
400 597.90730881673 4451.61171076069 2000 11822.9281908496 400 701.358088581705 7292.37292149844 4000 12252.287071161 1102.53176131864 3768.54915193865
400 628.001062177759 6259.45103903694 2000 9669.42026354753 400 664.516974564531 4819.68111168993 4000 13544.5156928219 939.36906398163 3603.15255853161
400 611.587071066958 3800.26252088685 2000 11893.4154647808 400 652.364875679658 5385.76200869101 4000 13495.0753995338 1128.07829348609 3595.67742987719
400 619.510207829675 6392.56845065384 2000 10921.0668486692 400 679.767031966138 5832.89266629498 4000 10159.1533531435 1012.88366152429 3824.64797618979
